,index,Term,LoanStatus,BorrowerRate,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),EmploymentStatus,BorrowerState,Occupation,IsBorrowerHomeowner,DelinquenciesLast7Years,StatedMonthlyIncome,TotalProsperLoans,LoanOriginalAmount,LoanOriginationDate,LoanNumber,LoanOriginationQuarter,Recommendations,CurrentDelinquencies,Investors
508,677,60,Completed,0.2059,4.0,C,4.0,Debt Consolidation,Employed,NJ,Accountant/CPA,True,0.0,12083.333333,0.0,25000,2013-05-28,91597,Q2 2013,0,0.0,1
513,683,36,Completed,0.2295,4.0,C,7.0,Auto,Employed,LA,Tradesman - Electrician,False,0.0,7666.666667,0.0,16000,2010-01-14,40394,Q1 2010,0,0.0,599
518,688,36,Completed,0.2699,3.0,D,7.0,Other,Not employed,WA,Other,False,0.0,0.0,0.0,2500,2011-07-26,51593,Q3 2011,0,0.0,11
530,703,36,Completed,0.0714,7.0,AA,10.0,Debt Consolidation,Employed,FL,Administrative Assistant,False,0.0,1666.666667,1.0,1000,2010-06-04,42795,Q2 2010,0,0.0,18
533,707,36,Defaulted,0.2124,4.0,C,3.0,Debt Consolidation,Employed,WA,Executive,True,0.0,6500.0,0.0,15000,2013-02-11,85210,Q1 2013,0,0.0,259
536,710,36,Completed,0.1365,5.0,B,8.0,Business,Employed,GA,Professional,True,0.0,9083.333333,1.0,15000,2010-09-24,44514,Q3 2010,0,0.0,315
541,717,36,Completed,0.35,1.0,HR,5.0,Debt Consolidation,Employed,MO,Tradesman - Mechanic,True,0.0,6250.0,1.0,4000,2010-06-01,42787,Q2 2010,0,0.0,71
542,718,36,Defaulted,0.1509,5.0,B,6.0,Debt Consolidation,Employed,IL,Police Officer/Correction Officer,False,0.0,2715.666667,3.0,10000,2013-07-02,94266,Q3 2013,0,1.0,1
543,720,36,Completed,0.0799,7.0,AA,10.0,Debt Consolidation,Employed,GA,Other,True,0.0,10000.0,1.0,14000,2011-07-29,51855,Q3 2011,0,0.0,143
545,724,36,Completed,0.2371,4.0,C,9.0,Debt Consolidation,Employed,CA,Computer Programmer,False,0.0,6250.0,1.0,4500,2009-11-03,39244,Q4 2009,0,0.0,145
546,726,36,Completed,0.0899,6.0,A,8.0,Home Improvement,Employed,NC,Police Officer/Correction Officer,False,0.0,3500.0,2.0,6000,2012-02-28,61182,Q1 2012,0,0.0,53
547,727,12,Completed,0.1304,4.0,C,2.0,Debt Consolidation,Employed,CA,Accountant/CPA,True,16.0,2625.0,2.0,2000,2012-05-24,66635,Q2 2012,0,3.0,28
548,728,36,Completed,0.35,2.0,E,6.0,Business,Self-employed,PA,Professional,True,0.0,7083.333333,0.0,1000,2009-08-28,38287,Q3 2009,0,2.0,5
560,745,36,Completed,0.199,4.0,C,9.0,Debt Consolidation,Employed,NE,Analyst,True,8.0,4166.666667,1.0,4000,2010-05-13,42395,Q2 2010,0,0.0,79
564,750,36,Defaulted,0.1734,4.0,C,6.0,Debt Consolidation,Employed,NY,Professor,False,0.0,4750.0,0.0,10000,2013-03-25,87097,Q1 2013,0,0.0,2
565,751,36,Completed,0.094,7.0,AA,9.0,Business,Employed,GA,Professional,True,0.0,6516.666667,0.0,6000,2009-10-15,38935,Q4 2009,0,0.0,251
566,752,36,Completed,0.1299,6.0,A,7.0,Debt Consolidation,Self-employed,CA,Truck Driver,False,3.0,12500.0,1.0,3500,2013-07-19,96095,Q3 2013,0,0.0,1
567,753,36,Completed,0.3073,2.0,E,3.0,Debt Consolidation,Employed,VA,Sales - Commission,True,14.0,2250.0,3.0,4000,2012-01-10,58721,Q1 2012,0,13.0,54
568,754,36,Completed,0.0974,6.0,A,9.0,Business,Employed,WA,Professional,True,0.0,2583.333333,0.0,10000,2012-10-24,76485,Q4 2012,0,0.0,130
570,757,60,Completed,0.149,6.0,A,8.0,Home Improvement,Employed,FL,Doctor,True,0.0,12500.0,0.0,10170,2011-07-08,51063,Q3 2011,0,0.0,145
572,760,36,Completed,0.2,1.0,HR,5.0,Debt Consolidation,Employed,AK,Professional,True,0.0,6250.0,1.0,1500,2010-01-20,40452,Q1 2010,0,0.0,75
579,768,36,Completed,0.35,1.0,HR,5.0,Home Improvement,Employed,OH,Police Officer/Correction Officer,True,2.0,4916.666667,0.0,1500,2009-11-27,39682,Q4 2009,0,1.0,19
587,777,60,Defaulted,0.1076,7.0,AA,9.0,Debt Consolidation,Employed,CA,Other,False,5.0,3791.666667,0.0,10000,2012-10-30,76785,Q4 2012,0,1.0,137
590,780,36,Completed,0.295,3.0,D,9.0,Other,Employed,TX,Teacher,False,3.0,3500.0,0.0,2500,2010-12-20,46042,Q4 2010,0,0.0,64
592,784,36,Defaulted,0.1254,6.0,A,8.0,Debt Consolidation,Employed,MO,Tradesman - Mechanic,True,0.0,4250.0,0.0,5000,2011-12-20,57681,Q4 2011,0,0.0,97
596,789,36,Defaulted,0.3199,1.0,HR,2.0,Business,Self-employed,OH,Engineer - Mechanical,True,9.0,5750.0,0.0,3151,2011-06-24,50612,Q2 2011,0,3.0,55
598,792,36,Defaulted,0.2324,3.0,D,3.0,Other,Employed,OH,Professional,True,0.0,5416.666667,1.0,15000,2012-10-02,75629,Q4 2012,0,2.0,326
603,803,60,Completed,0.287,3.0,D,5.0,Other,Employed,CO,Other,True,0.0,8250.0,0.0,9500,2012-07-19,70748,Q3 2012,0,0.0,18
604,804,36,Completed,0.2699,3.0,D,6.0,Other,Employed,KS,Other,False,0.0,3833.333333,0.0,2000,2011-06-27,50568,Q2 2011,0,0.0,32
608,809,36,Completed,0.092,6.0,A,9.0,Home Improvement,Employed,TX,Professional,False,0.0,2583.333333,0.0,3000,2010-06-25,43192,Q2 2010,0,0.0,59
609,810,60,Completed,0.2085,5.0,B,8.0,Debt Consolidation,Employed,HI,Retail Management,False,0.0,3500.0,0.0,7000,2012-06-27,68559,Q2 2012,0,0.0,95
615,818,36,Completed,0.2452,3.0,D,6.0,Other,Other,GA,Other,False,0.0,2000.0,0.0,2000,2012-02-29,61472,Q1 2012,0,0.0,1
627,839,36,Completed,0.199,4.0,C,10.0,Other,Employed,OH,Professional,True,44.0,5416.666667,0.0,1000,2010-07-26,43672,Q3 2010,0,1.0,20
632,845,60,Completed,0.1169,6.0,A,9.0,Debt Consolidation,Self-employed,NY,Sales - Commission,False,0.0,5000.0,1.0,10000,2013-07-26,96863,Q3 2013,0,0.0,113
633,846,36,Completed,0.25,5.0,B,8.0,Business,Employed,TX,Social Worker,True,0.0,3166.666667,0.0,15000,2010-11-30,45628,Q4 2010,0,0.0,330
634,847,36,Completed,0.1115,6.0,A,9.0,Debt Consolidation,Employed,MA,Executive,True,0.0,25000.0,0.0,10000,2010-09-30,44603,Q3 2010,0,0.0,281
636,849,36,Completed,0.071,7.0,AA,10.0,Debt Consolidation,Employed,UT,Student - College Senior,False,0.0,800.0,0.0,1000,2010-07-20,43562,Q3 2010,0,0.0,29
640,855,36,Completed,0.2699,3.0,D,6.0,Debt Consolidation,Employed,NJ,Retail Management,True,0.0,4750.0,0.0,12000,2011-07-18,51230,Q3 2011,0,0.0,110
643,858,36,Completed,0.189,4.0,C,6.0,Home Improvement,Employed,IL,Teacher,True,0.0,6000.0,0.0,10000,2009-08-10,38141,Q3 2009,0,0.0,347
645,861,36,Completed,0.0839,7.0,AA,8.0,Debt Consolidation,Employed,GA,Engineer - Mechanical,False,0.0,8375.0,0.0,6000,2012-09-28,75407,Q3 2012,0,0.0,118
656,876,36,Completed,0.127,6.0,A,8.0,Other,Employed,CA,Police Officer/Correction Officer,False,0.0,8333.333333,0.0,12500,2012-04-26,64328,Q2 2012,0,0.0,132
658,878,36,Completed,0.277,2.0,E,1.0,Other,Employed,TX,Other,True,8.0,6000.0,1.0,3000,2012-10-02,75602,Q4 2012,0,1.0,17
660,881,36,Defaulted,0.3149,2.0,E,5.0,Business,Employed,GA,Other,True,1.0,12000.0,0.0,6000,2011-11-03,55697,Q4 2011,0,0.0,13
663,884,36,Defaulted,0.1639,5.0,B,4.0,Debt Consolidation,Employed,MO,Teacher,True,0.0,5000.0,0.0,15000,2013-06-04,92066,Q2 2013,0,0.0,75
664,885,36,Completed,0.1621,5.0,B,8.0,Other,Employed,OR,Skilled Labor,False,18.0,1690.416667,0.0,2000,2012-01-13,58875,Q1 2012,0,0.0,43
671,893,36,Defaulted,0.2399,3.0,D,4.0,Other,Employed,OH,Nurse (LPN),True,15.0,4130.416667,2.0,2200,2011-07-22,51499,Q3 2011,0,4.0,2
673,895,36,Defaulted,0.3177,1.0,HR,4.0,Other,Self-employed,FL,Food Service,True,0.0,14.583333,0.0,4000,2012-02-02,59893,Q1 2012,0,0.0,1
675,898,36,Completed,0.2899,2.0,E,2.0,Debt Consolidation,Employed,CA,Professional,True,0.0,9166.666667,1.0,7500,2011-05-19,49467,Q2 2011,0,0.0,35
680,904,36,Completed,0.0854,7.0,AA,10.0,Debt Consolidation,Employed,CA,Analyst,False,1.0,7750.0,0.0,7900,2011-10-27,54999,Q4 2011,1,0.0,92
687,913,12,Completed,0.0499,7.0,AA,10.0,Other,Employed,VA,Computer Programmer,False,0.0,10833.333333,0.0,5000,2011-02-25,47357,Q1 2011,0,0.0,98
691,921,36,Defaulted,0.3177,1.0,HR,6.0,Debt Consolidation,Other,OH,Other,False,18.0,1666.666667,0.0,4000,2012-08-09,71787,Q3 2012,0,0.0,78
692,923,36,Completed,0.149,5.0,B,8.0,Home Improvement,Employed,TN,Accountant/CPA,True,3.0,4083.333333,0.0,7500,2010-12-01,45697,Q4 2010,0,0.0,192
695,928,36,Defaulted,0.3199,2.0,E,5.0,Business,Other,NY,Other,False,8.0,5833.333333,0.0,5404,2011-05-31,50006,Q2 2011,0,0.0,108
703,939,36,Completed,0.2599,3.0,D,7.0,Debt Consolidation,Employed,OH,Laborer,False,1.0,3833.333333,0.0,3000,2011-04-29,49007,Q2 2011,0,0.0,33
705,942,12,Completed,0.2499,3.0,D,7.0,Other,Employed,CA,Psychologist,False,34.0,8583.333333,0.0,4500,2011-07-20,51315,Q3 2011,0,0.0,78
710,950,36,Completed,0.1035,6.0,A,9.0,Debt Consolidation,Employed,OK,Food Service Management,True,0.0,4000.0,0.0,10000,2009-09-11,38496,Q3 2009,0,0.0,392
711,951,36,Completed,0.3177,1.0,HR,2.0,Business,Self-employed,OH,Other,True,1.0,4000.0,0.0,4000,2012-04-27,64738,Q2 2012,0,0.0,32
712,952,36,Completed,0.2287,3.0,D,6.0,Debt Consolidation,Employed,NY,Professional,False,1.0,10333.333333,1.0,15000,2012-06-07,67513,Q2 2012,0,0.0,9
716,959,36,Completed,0.3177,1.0,HR,5.0,Home Improvement,Employed,IN,Administrative Assistant,True,16.0,8333.333333,0.0,4000,2012-02-24,61002,Q1 2012,0,0.0,10
717,960,36,Completed,0.3177,1.0,HR,5.0,Other,Employed,MD,Other,True,0.0,5416.666667,0.0,4000,2012-07-02,68970,Q3 2012,0,1.0,15
728,972,36,Completed,0.3177,1.0,HR,4.0,Other,Employed,PA,Engineer - Mechanical,True,0.0,3687.5,0.0,4000,2012-07-25,71263,Q3 2012,0,0.0,24
729,973,12,Completed,0.2254,2.0,E,6.0,Other,Not employed,MN,Other,False,12.0,0.0,0.0,2000,2012-09-24,74658,Q3 2012,0,2.0,35
730,974,36,Completed,0.3134,1.0,HR,3.0,Other,Employed,CA,Retail Management,False,9.0,3583.333333,0.0,2000,2013-01-24,82473,Q1 2013,0,0.0,35
732,977,36,Completed,0.0945,7.0,AA,6.0,Debt Consolidation,Employed,IN,Professional,True,0.0,6666.666667,0.0,25000,2009-12-30,40191,Q4 2009,0,0.0,782
735,980,60,Completed,0.1819,5.0,B,3.0,Home Improvement,Employed,MA,Other,False,25.0,3916.666667,0.0,8500,2013-06-26,94378,Q2 2013,0,0.0,1
737,982,36,Completed,0.275,3.0,D,6.0,Debt Consolidation,Employed,IL,Computer Programmer,True,0.0,6875.0,0.0,6500,2010-08-03,43794,Q3 2010,0,0.0,187
741,987,36,Completed,0.135,5.0,B,8.0,Debt Consolidation,Employed,VA,Civil Service,True,0.0,9311.083333,0.0,2500,2010-06-09,42866,Q2 2010,0,0.0,125
742,988,36,Completed,0.322,2.0,E,5.0,Other,Not employed,CA,Other,False,0.0,0.0,0.0,1000,2010-12-21,46160,Q4 2010,0,0.0,29
744,990,60,Completed,0.1897,5.0,B,8.0,Debt Consolidation,Employed,WA,Professional,True,0.0,10000.0,0.0,17500,2012-09-14,73968,Q3 2012,0,0.0,8
745,991,12,Completed,0.1109,5.0,B,4.0,Debt Consolidation,Employed,OH,Computer Programmer,False,0.0,6416.666667,0.0,4981,2013-03-01,85969,Q1 2013,0,0.0,75
746,992,36,Completed,0.3177,1.0,HR,4.0,Other,Employed,OH,Biologist,False,0.0,4833.333333,0.0,2000,2012-10-26,76891,Q4 2012,0,0.0,5
748,994,36,Defaulted,0.3177,1.0,HR,5.0,Other,Employed,KY,Executive,False,17.0,3333.333333,0.0,4000,2012-06-04,67300,Q2 2012,0,0.0,11
750,996,36,Completed,0.1374,6.0,A,9.0,Business,Self-employed,FL,Accountant/CPA,True,0.0,14166.666667,0.0,3000,2010-02-19,40898,Q1 2010,0,0.0,107
758,1006,36,Completed,0.0655,7.0,AA,10.0,Auto,Employed,WV,Teacher,False,0.0,3000.0,0.0,2500,2011-01-28,46700,Q1 2011,0,0.0,44
761,1009,36,Completed,0.3125,1.0,HR,4.0,Other,Employed,TX,Professional,False,0.0,6833.333333,3.0,3000,2011-04-12,48430,Q2 2011,0,0.0,30
765,1013,36,Completed,0.07,7.0,AA,10.0,Business,Employed,WY,Executive,False,0.0,5000.0,0.0,1000,2009-12-23,40086,Q4 2009,0,0.0,47
770,1018,36,Completed,0.2449,3.0,D,7.0,Other,Employed,PA,Professional,True,6.0,4166.666667,0.0,9000,2012-09-13,74254,Q3 2012,0,17.0,181
773,1022,36,Completed,0.104,6.0,A,9.0,Other,Employed,IL,Other,True,0.0,3416.666667,0.0,5000,2009-11-27,39663,Q4 2009,0,0.0,158
774,1024,36,Defaulted,0.2287,3.0,D,3.0,Other,Employed,NJ,Administrative Assistant,False,0.0,2033.333333,3.0,2000,2012-05-25,66727,Q2 2012,0,0.0,41
775,1025,60,Defaulted,0.2684,3.0,D,6.0,Debt Consolidation,Employed,NC,Professional,True,0.0,3583.333333,0.0,11500,2012-09-28,75467,Q3 2012,0,0.0,177
778,1028,36,Completed,0.2399,3.0,D,7.0,Debt Consolidation,Employed,AL,Religious,False,0.0,2840.083333,0.0,3500,2010-03-23,41367,Q1 2010,0,0.0,209
786,1038,36,Defaulted,0.2699,3.0,D,6.0,Debt Consolidation,Employed,CA,Engineer - Electrical,True,0.0,11666.666667,0.0,10000,2011-08-25,52683,Q3 2011,0,0.0,67
789,1044,36,Completed,0.0829,6.0,A,9.0,Auto,Employed,VA,Accountant/CPA,False,9.0,6233.333333,2.0,7500,2011-03-31,48174,Q1 2011,0,0.0,117
790,1045,36,Defaulted,0.3177,1.0,HR,5.0,Debt Consolidation,Employed,CA,Construction,False,0.0,6072.0,0.0,4000,2012-06-22,68253,Q2 2012,0,0.0,32
794,1051,36,Defaulted,0.1509,5.0,B,5.0,Business,Employed,FL,Analyst,True,0.0,5835.666667,0.0,15000,2013-03-18,86656,Q1 2013,0,0.0,234
796,1054,60,Completed,0.2579,3.0,D,3.0,Debt Consolidation,Employed,FL,Other,False,0.0,3081.666667,0.0,8000,2013-05-22,91073,Q2 2013,0,0.0,1
797,1055,36,Defaulted,0.1129,6.0,A,8.0,Debt Consolidation,Employed,TN,Sales - Commission,True,0.0,10000.0,3.0,13000,2011-09-29,53882,Q3 2011,1,0.0,188
798,1056,36,Completed,0.071,7.0,AA,10.0,Auto,Employed,MT,Other,False,0.0,2500.0,1.0,2500,2010-02-26,41048,Q1 2010,0,0.0,104
800,1058,36,Defaulted,0.1358,6.0,A,9.0,Home Improvement,Employed,CA,Professional,True,0.0,13750.0,0.0,4500,2009-09-30,38756,Q3 2009,0,0.0,194
804,1063,36,Defaulted,0.2024,4.0,C,4.0,Debt Consolidation,Employed,IL,Other,False,15.0,2634.666667,2.0,3000,2012-02-07,60093,Q1 2012,0,0.0,20
805,1064,12,Completed,0.0608,6.0,A,10.0,Business,Employed,CA,Computer Programmer,False,0.0,6250.0,0.0,2000,2012-04-13,63573,Q2 2012,0,0.0,17
808,1070,36,Completed,0.1799,5.0,B,8.0,Home Improvement,Employed,TX,Other,False,15.0,3350.0,0.0,5000,2011-09-29,53837,Q3 2011,0,2.0,82
811,1073,36,Completed,0.149,5.0,B,8.0,Debt Consolidation,Employed,VA,Computer Programmer,True,0.0,8664.083333,0.0,15000,2010-11-26,45583,Q4 2010,0,0.0,415
818,1082,36,Defaulted,0.3177,1.0,HR,4.0,Debt Consolidation,Employed,GA,Professional,True,0.0,4583.333333,0.0,4000,2012-09-19,74747,Q3 2012,0,0.0,35
819,1083,60,Completed,0.2468,4.0,C,6.0,Debt Consolidation,Employed,MA,Retail Management,False,0.0,4166.666667,0.0,15000,2012-03-23,62429,Q1 2012,0,0.0,162
821,1086,36,Completed,0.2699,3.0,D,6.0,Debt Consolidation,Employed,MA,Other,False,49.0,1666.666667,0.0,2500,2011-09-13,53143,Q3 2011,0,0.0,14
831,1100,36,Completed,0.3177,1.0,HR,5.0,Debt Consolidation,Employed,GA,Professor,True,5.0,4333.333333,0.0,4000,2012-02-29,61351,Q1 2012,0,0.0,1
832,1103,36,Defaulted,0.149,5.0,B,8.0,Debt Consolidation,Employed,RI,Engineer - Mechanical,True,0.0,6160.25,0.0,7500,2010-11-23,45522,Q4 2010,0,0.0,227
840,1112,60,Completed,0.2398,4.0,C,2.0,Debt Consolidation,Employed,VA,Other,True,0.0,6250.0,1.0,12000,2013-02-05,84971,Q1 2013,0,1.0,139
844,1117,36,Completed,0.2199,3.0,D,6.0,Auto,Employed,IN,Engineer - Mechanical,True,0.0,5000.0,2.0,7500,2011-02-25,47367,Q1 2011,1,0.0,92
846,1120,36,Completed,0.3199,1.0,HR,2.0,Business,Self-employed,CA,Other,True,26.0,4166.666667,0.0,4000,2011-09-30,54178,Q3 2011,0,0.0,11
852,1127,36,Defaulted,0.3177,1.0,HR,5.0,Home Improvement,Employed,OK,Skilled Labor,True,73.0,4750.0,0.0,4000,2012-06-04,67248,Q2 2012,0,1.0,8
856,1132,60,Completed,0.2124,5.0,B,8.0,Business,Employed,WA,Computer Programmer,True,0.0,8333.333333,0.0,2000,2012-10-05,75510,Q4 2012,0,0.0,17
859,1137,36,Completed,0.3177,1.0,HR,5.0,Home Improvement,Employed,NJ,Executive,True,0.0,37500.0,0.0,4000,2012-11-08,77617,Q4 2012,0,0.0,80
860,1139,36,Completed,0.1768,5.0,B,8.0,Other,Employed,NH,Sales - Retail,False,15.0,2500.0,0.0,2500,2012-05-17,65732,Q2 2012,0,0.0,13
862,1141,36,Completed,0.1768,5.0,B,8.0,Other,Employed,WV,Doctor,True,0.0,10000.0,0.0,7500,2012-05-31,67134,Q2 2012,0,0.0,18
864,1144,36,Completed,0.32,1.0,HR,5.0,Other,Employed,AR,Waiter/Waitress,False,0.0,2083.333333,0.0,1600,2010-08-11,43852,Q3 2010,0,0.0,81
872,1155,60,Completed,0.3097,2.0,E,4.0,Debt Consolidation,Employed,MN,Other,False,4.0,1233.333333,3.0,4000,2012-12-10,79136,Q4 2012,1,0.0,16
875,1159,36,Defaulted,0.3177,1.0,HR,5.0,Other,Other,MD,Other,True,11.0,2916.666667,0.0,4000,2012-03-05,61596,Q1 2012,0,1.0,4
877,1164,36,Defaulted,0.2124,4.0,C,4.0,Debt Consolidation,Employed,NY,Other,False,4.0,6666.666667,0.0,15000,2013-05-24,91405,Q2 2013,0,0.0,181
878,1165,36,Completed,0.149,5.0,B,8.0,Debt Consolidation,Employed,AL,Food Service,False,0.0,2000.0,0.0,8000,2010-11-16,45310,Q4 2010,0,0.0,182
879,1166,60,Defaulted,0.2862,2.0,E,6.0,Other,Employed,GA,Police Officer/Correction Officer,False,36.0,7273.166667,1.0,4000,2013-06-26,94145,Q2 2013,0,17.0,1
882,1169,36,Completed,0.3065,4.0,C,8.0,Debt Consolidation,Employed,OH,Chemist,True,0.0,7166.666667,1.0,9500,2010-01-15,40444,Q1 2010,0,0.0,168
884,1171,60,Defaulted,0.2433,4.0,C,8.0,Debt Consolidation,Employed,NV,Doctor,False,0.0,34813.25,0.0,25000,2012-07-31,71744,Q3 2012,0,0.0,5
885,1172,36,Completed,0.1385,5.0,B,8.0,Auto,Employed,NE,Laborer,False,0.0,600.0,1.0,2000,2010-07-27,43649,Q3 2010,0,0.0,43
890,1179,36,Completed,0.3395,2.0,E,9.0,Other,Retired,WA,Other,False,0.0,3833.333333,1.0,1500,2009-10-22,39032,Q4 2009,0,0.0,44
902,1194,36,Completed,0.0999,6.0,A,8.0,Other,Employed,CA,Professional,True,0.0,9133.333333,0.0,6000,2012-01-30,59560,Q1 2012,0,0.0,20
908,1200,36,Defaulted,0.2346,3.0,D,4.0,Other,Employed,CA,Other,False,0.0,2666.666667,0.0,5000,2013-01-25,82874,Q1 2013,0,0.0,87
913,1207,36,Completed,0.2625,3.0,D,7.0,Other,Employed,WA,Tradesman - Carpenter,True,6.0,5395.0,1.0,4000,2010-05-28,42778,Q2 2010,1,1.0,109
914,1209,12,Completed,0.0929,6.0,A,8.0,Business,Employed,CA,Executive,True,0.0,11215.833333,1.0,2854,2011-10-26,54927,Q4 2011,0,0.0,40
918,1217,36,Completed,0.0899,7.0,AA,10.0,Other,Employed,NJ,Analyst,True,0.0,12500.0,0.0,15000,2011-08-11,52191,Q3 2011,0,0.0,379
921,1222,36,Completed,0.295,3.0,D,7.0,Other,Employed,UT,Skilled Labor,False,0.0,2333.333333,0.0,2000,2011-01-11,46458,Q1 2011,0,0.0,39
923,1224,36,Completed,0.2969,2.0,E,5.0,Debt Consolidation,Employed,IL,Other,False,0.0,3702.916667,0.0,4000,2012-07-30,71542,Q3 2012,0,0.0,6
927,1228,36,Completed,0.105,7.0,AA,7.0,Other,Employed,IL,Engineer - Electrical,True,0.0,5416.666667,0.0,12500,2009-11-05,39305,Q4 2009,0,0.0,465
931,1234,36,Completed,0.0839,7.0,AA,9.0,Debt Consolidation,Employed,MN,Analyst,True,0.0,4166.666667,0.0,6500,2012-09-06,73904,Q3 2012,0,0.0,122
937,1243,36,Completed,0.0825,7.0,AA,10.0,Business,Employed,MI,Teacher,False,0.0,5816.0,0.0,13000,2010-09-16,44422,Q3 2010,0,0.0,384
941,1247,36,Defaulted,0.2839,2.0,E,8.0,Other,Employed,NJ,Civil Service,False,0.0,6833.333333,0.0,4000,2012-09-10,73984,Q3 2012,0,1.0,6
942,1248,36,Defaulted,0.2625,3.0,D,6.0,Other,Employed,OK,Food Service,False,0.0,1750.0,0.0,1000,2010-03-16,41208,Q1 2010,0,0.0,49
945,1253,36,Completed,0.092,6.0,A,9.0,Other,Employed,WV,Executive,False,0.0,4166.666667,0.0,1200,2010-07-20,43567,Q3 2010,0,0.0,45
949,1258,36,Completed,0.1151,6.0,A,10.0,Other,Employed,NY,Food Service Management,False,0.0,6833.333333,0.0,7000,2012-07-23,70999,Q3 2012,0,0.0,46
950,1259,60,Defaulted,0.1845,5.0,B,8.0,Other,Employed,MI,Teacher,False,0.0,3333.333333,0.0,15000,2012-02-06,59994,Q1 2012,0,0.0,347
951,1260,36,Completed,0.2085,3.0,D,4.0,Debt Consolidation,Employed,CA,Other,True,23.0,7500.0,0.0,15000,2013-11-04,109381,Q4 2013,0,1.0,1
958,1268,36,Completed,0.2599,3.0,D,7.0,Other,Employed,IL,Accountant/CPA,True,0.0,6250.0,0.0,3000,2011-03-30,48205,Q1 2011,0,0.0,30
965,1277,36,Defaulted,0.295,3.0,D,7.0,Business,Employed,UT,Computer Programmer,True,0.0,7500.0,0.0,7500,2011-01-11,46531,Q1 2011,0,0.0,95
970,1284,36,Completed,0.1799,5.0,B,8.0,Debt Consolidation,Employed,TX,Scientist,False,0.0,3747.0,0.0,15000,2011-11-03,55672,Q4 2011,0,0.0,177
971,1285,36,Completed,0.092,6.0,A,9.0,Debt Consolidation,Retired,TN,Other,False,0.0,1761.333333,0.0,4200,2010-06-04,42841,Q2 2010,0,0.0,115
974,1289,36,Completed,0.3395,3.0,D,6.0,Debt Consolidation,Employed,MO,Clerical,True,0.0,4295.75,3.0,5700,2010-07-29,43729,Q3 2010,0,0.0,119
975,1290,36,Completed,0.3127,1.0,HR,5.0,Debt Consolidation,Employed,NY,Engineer - Mechanical,True,17.0,9011.666667,0.0,4000,2011-12-14,57483,Q4 2011,0,1.0,1
976,1291,36,Completed,0.2199,3.0,D,7.0,Debt Consolidation,Employed,NY,Other,False,4.0,4583.333333,0.0,15000,2013-01-17,82598,Q1 2013,0,0.0,255
978,1293,60,Completed,0.3049,3.0,D,7.0,Debt Consolidation,Employed,NH,Retail Management,False,0.0,6250.0,0.0,7700,2011-08-03,51975,Q3 2011,1,2.0,67
980,1295,36,Completed,0.176,4.0,C,5.0,Other,Employed,CA,Professional,False,21.0,7083.333333,0.0,3400,2013-11-06,109337,Q4 2013,0,0.0,1
986,1301,60,Defaulted,0.2699,3.0,D,5.0,Debt Consolidation,Employed,GA,Analyst,True,1.0,6064.583333,1.0,15000,2011-06-29,50667,Q2 2011,0,0.0,266
988,1303,36,Completed,0.31,1.0,HR,5.0,Other,Employed,IN,Retail Management,False,6.0,4333.333333,1.0,2000,2010-02-04,40740,Q1 2010,0,1.0,65
989,1304,36,Completed,0.1799,5.0,B,8.0,Debt Consolidation,Employed,CT,Other,True,5.0,31250.0,0.0,10000,2011-09-23,53570,Q3 2011,0,0.0,145
991,1306,36,Completed,0.3177,1.0,HR,5.0,Debt Consolidation,Employed,CA,Professional,False,10.0,4035.166667,0.0,4000,2012-02-14,60417,Q1 2012,0,0.0,1
994,1309,36,Completed,0.092,6.0,A,9.0,Debt Consolidation,Employed,CA,Professional,False,0.0,7916.666667,0.0,6000,2010-03-31,41519,Q1 2010,0,0.0,194
995,1310,60,Completed,0.183,5.0,B,6.0,Debt Consolidation,Employed,FL,Other,False,0.0,2333.333333,1.0,11300,2012-04-18,63831,Q2 2012,0,0.0,158
1001,1319,36,Defaulted,0.2399,3.0,D,4.0,Debt Consolidation,Employed,IL,Professional,False,0.0,6500.0,1.0,2500,2011-09-30,53990,Q3 2011,0,2.0,17
1003,1321,36,Completed,0.339,1.0,HR,1.0,Business,Self-employed,FL,Accountant/CPA,False,15.0,5000.0,1.0,2000,2010-04-20,41859,Q2 2010,0,2.0,60
1005,1323,12,Completed,0.1304,4.0,C,5.0,Other,Employed,AL,Other,False,19.0,2624.0,1.0,3000,2012-05-25,66690,Q2 2012,0,0.0,25
1007,1326,36,Defaulted,0.3177,1.0,HR,2.0,Debt Consolidation,Other,DE,Other,True,0.0,2750.0,0.0,4000,2012-02-16,60623,Q1 2012,0,0.0,1
1011,1333,36,Completed,0.3073,2.0,E,1.0,Other,Self-employed,WV,Other,True,6.0,8000.0,1.0,7500,2011-12-16,57573,Q4 2011,0,1.0,11
1020,1342,36,Defaulted,0.2049,4.0,C,6.0,Auto,Other,CA,Other,True,3.0,3339.333333,0.0,2000,2012-03-29,62834,Q1 2012,0,2.0,21
1025,1349,36,Defaulted,0.35,1.0,HR,1.0,Other,Employed,VA,Military Enlisted,False,16.0,3577.0,1.0,1800,2010-01-22,40511,Q1 2010,0,7.0,24
1026,1352,60,Completed,0.2498,4.0,C,6.0,Debt Consolidation,Self-employed,GA,Professional,True,0.0,2083.333333,0.0,13000,2012-08-13,72283,Q3 2012,0,0.0,30
